import time: self [us] | cumulative | imported package
import time:       177 |        177 |                                                                   requests.structures
import time:       504 |       1562 |                                                                 requests.utils
import time:       238 |        238 |                                                                       requests.auth
import time:       226 |        226 |                                                                           stringprep
import time:       270 |        495 |                                                                         encodings.idna
import time:        82 |         82 |                                                                         requests.hooks
import time:       307 |        307 |                                                                         requests.status_codes
import time:       345 |       1227 |                                                                       requests.models
import time:        92 |         92 |                                                                         urllib3.contrib
import time:       343 |        343 |                                                                         socks
import time:       389 |        824 |                                                                       urllib3.contrib.socks
import time:     21742 |      24030 |                                                                     requests.adapters
import time:       242 |      24271 |                                                                   requests.sessions
import time:       110 |      24381 |                                                                 requests.api
import time:       319 |      48414 |                                                               requests
import time:        82 |         82 |                                                                 tqdm.autonotebook
import time:       128 |        128 |                                                                 tqdm.asyncio
import time:       237 |        446 |                                                               tqdm.auto
import time:       147 |        147 |                                                                 tqdm.contrib
import time:       196 |        343 |                                                               tqdm.contrib.concurrent
import time:       414 |        414 |                                                               huggingface_hub.constants
import time:       494 |        494 |                                                                 huggingface_hub.errors
import time:       246 |        246 |                                                                       huggingface_hub.utils.tqdm
import time:      9171 |       9171 |                                                                         huggingface_hub.utils._runtime
import time:       152 |       9323 |                                                                       huggingface_hub.utils._auth
import time:       129 |        129 |                                                                       huggingface_hub.utils._cache_assets
import time:       135 |        135 |                                                                           huggingface_hub.commands
import time:       201 |        336 |                                                                         huggingface_hub.commands._cli_utils
import time:       160 |        160 |                                                                         huggingface_hub.utils.logging
import time:      2745 |       3240 |                                                                       huggingface_hub.utils._cache_manager
import time:       122 |        122 |                                                                       huggingface_hub.utils._chunk_utils
import time:        78 |         78 |                                                                       huggingface_hub.utils._datetime
import time:        75 |         75 |                                                                       huggingface_hub.utils._experimental
import time:        93 |         93 |                                                                             filelock._error
import time:       548 |        641 |                                                                           filelock._api
import time:        82 |         82 |                                                                             filelock._util
import time:       132 |        214 |                                                                           filelock._soft
import time:       117 |        117 |                                                                           filelock._unix
import time:       102 |        102 |                                                                           filelock._windows
import time:       653 |        653 |                                                                           filelock.asyncio
import time:        81 |         81 |                                                                           filelock.version
import time:       191 |       1997 |                                                                         filelock
import time:       175 |       2171 |                                                                       huggingface_hub.utils._fixes
import time:       179 |        179 |                                                                         huggingface_hub.utils._subprocess
import time:       270 |        448 |                                                                       huggingface_hub.utils._git_credential
import time:        98 |         98 |                                                                         huggingface_hub.utils._deprecation
import time:       119 |        119 |                                                                           huggingface_hub.utils._typing
import time:       213 |        331 |                                                                         huggingface_hub.utils._validators
import time:       239 |        667 |                                                                       huggingface_hub.utils._headers
import time:        99 |         99 |                                                                       huggingface_hub.utils._hf_folder
import time:       213 |        213 |                                                                         shlex
import time:       113 |        113 |                                                                         huggingface_hub.utils._lfs
import time:       695 |       1020 |                                                                       huggingface_hub.utils._http
import time:       104 |        104 |                                                                       huggingface_hub.utils._pagination
import time:       194 |        194 |                                                                       huggingface_hub.utils._paths
import time:       880 |        880 |                                                                       huggingface_hub.utils._safetensors
import time:       164 |        164 |                                                                       huggingface_hub.utils._telemetry
import time:      1165 |       1165 |                                                                       huggingface_hub.utils._xet
import time:       382 |      20498 |                                                                     huggingface_hub.utils
import time:      1315 |      21813 |                                                                   huggingface_hub._local_folder
import time:        75 |         75 |                                                                     huggingface_hub.utils.insecure_hashlib
import time:       100 |        174 |                                                                   huggingface_hub.utils.sha
import time:      1999 |      23985 |                                                                 huggingface_hub.file_download
import time:       594 |        594 |                                                                 huggingface_hub.lfs
import time:      1405 |      26476 |                                                               huggingface_hub._commit_api
import time:       904 |        904 |                                                               huggingface_hub._inference_endpoints
import time:      1071 |       1071 |                                                               huggingface_hub._space_api
import time:       444 |        444 |                                                               huggingface_hub._upload_large_folder
import time:      2178 |       2178 |                                                               huggingface_hub.community
import time:      1097 |       1097 |                                                               huggingface_hub.repocard_data
import time:       135 |        135 |                                                               huggingface_hub.utils.endpoint_helpers
import time:       915 |        915 |                                                                       regex._regex
import time:      4161 |       5075 |                                                                     regex._regex_core
import time:        33 |         33 |                                                                     regex.DEFAULT_VERSION
import time:       398 |       5505 |                                                                   regex.regex
import time:       668 |       6173 |                                                                 regex
import time:       411 |        411 |                                                                 transformers.utils.doc
import time:       216 |        216 |                                                                     transformers.utils.logging
import time:     21386 |      21601 |                                                                   transformers.utils.import_utils
import time:      2147 |      23748 |                                                                 transformers.utils.generic
import time:      1384 |      31714 |                                                               transformers.utils.args_doc
import time:       884 |        884 |                                                               transformers.utils.backbone_utils
import time:       285 |        285 |                                                                   jinja2.bccache
import time:       183 |        183 |                                                                       markupsafe._speedups
import time:       361 |        543 |                                                                     markupsafe
import time:      1315 |       1315 |                                                                       jinja2.utils
import time:      1608 |       2922 |                                                                     jinja2.nodes
import time:       270 |        270 |                                                                       jinja2.exceptions
import time:       112 |        112 |                                                                         jinja2.visitor
import time:       285 |        397 |                                                                       jinja2.idtracking
import time:       106 |        106 |                                                                       jinja2.optimizer
import time:      1000 |       1771 |                                                                     jinja2.compiler
import time:       751 |        751 |                                                                         jinja2.async_utils
import time:       815 |        815 |                                                                         jinja2.runtime
import time:      1081 |       2646 |                                                                       jinja2.filters
import time:       156 |        156 |                                                                       jinja2.tests
import time:       123 |       2924 |                                                                     jinja2.defaults
import time:       822 |        822 |                                                                       jinja2._identifier
import time:      1279 |       2101 |                                                                     jinja2.lexer
import time:       488 |        488 |                                                                     jinja2.parser
import time:      1244 |      11992 |                                                                   jinja2.environment
import time:       558 |        558 |                                                                   jinja2.loaders
import time:       688 |      13522 |                                                                 jinja2
import time:      1330 |       1330 |                                                                 jinja2.ext
import time:       672 |        672 |                                                                 jinja2.sandbox
import time:       166 |        166 |                                                                     PIL._version
import time:       250 |        416 |                                                                   PIL
import time:       117 |        117 |                                                                     defusedxml
import time:        65 |        182 |                                                                   defusedxml.ElementTree
import time:      2745 |       2745 |                                                                   PIL.ExifTags
import time:       115 |        115 |                                                                   PIL.ImageMode
import time:       422 |        422 |                                                                   PIL.TiffTags
import time:       145 |        145 |                                                                   PIL._binary
import time:       132 |        132 |                                                                   PIL._util
import time:      1002 |       1002 |                                                                   PIL._imaging
import time:        79 |         79 |                                                                       cffi.lock
import time:       113 |        113 |                                                                       cffi.error
import time:       459 |        459 |                                                                       cffi.model
import time:       343 |        993 |                                                                     cffi.api
import time:       185 |       1178 |                                                                   cffi
import time:      2171 |       8503 |                                                                 PIL.Image
import time:      4040 |      28064 |                                                               transformers.utils.chat_template_utils
import time:        89 |         89 |                                                               transformers.utils.constants
import time:      2313 |       2313 |                                                               transformers.utils.hub
import time:       116 |        116 |                                                               transformers.utils.peft_utils
import time:     15189 |     160589 |                                                             transformers.utils
import time:       107 |     160696 |                                                           transformers.utils.versions
import time:      6720 |     167523 |                                                         transformers.dependency_versions_check
import time:        87 |         87 |                                                         transformers.utils.dummy_sentencepiece_and_tokenizers_objects
import time:       210 |        210 |                                                         transformers.utils.dummy_tf_objects
import time:       164 |        164 |                                                         transformers.utils.dummy_flax_objects
import time:    263254 |     431236 |                                                       transformers
import time:       368 |        368 |                                                       safetensors.torch
import time:       266 |     432364 |                                                     torch.onnx._internal.fx.patcher
import time:       127 |        127 |                                                     torch.onnx._internal.fx.serialization
import time:       107 |     432597 |                                                   torch.onnx._internal.fx
import time:      1018 |       1018 |                                                     torch.onnx._internal.fx.registration
import time:       114 |       1131 |                                                   torch.onnx._internal.fx.decomposition_table
import time:       128 |        128 |                                                     onnxscript
import time:       155 |        282 |                                                   torch.onnx._internal.fx.diagnostics
import time:       656 |     434914 |                                                 torch.onnx._internal.exporter
import time:       134 |        134 |                                                     torch._prims.context
import time:       118 |        251 |                                                   torch._prims.executor
import time:       188 |        188 |                                                   torch.fx.passes.fake_tensor_prop
import time:       108 |        108 |                                                   onnx
import time:      1582 |       2128 |                                                 torch.onnx._internal.onnxruntime
import time:       189 |        189 |                                                 torch._dynamo.config_utils
import time:      1299 |     480025 |                                               torch._dynamo.config
import time:        43 |         43 |                                                   _lsprof
import time:       210 |        210 |                                                   profile
import time:       155 |        407 |                                                 cProfile
import time:       975 |        975 |                                                 pstats
import time:       123 |        123 |                                                       torch._numpy._casting_dicts
import time:       180 |        302 |                                                     torch._numpy._dtypes_impl
import time:       132 |        132 |                                                     torch._numpy._util
import time:       305 |        305 |                                                       torch._numpy._dtypes
import time:       192 |        497 |                                                     torch._numpy._normalizations
import time:       272 |       1202 |                                                   torch._numpy.fft
import time:       261 |        261 |                                                   torch._numpy.linalg
import time:       126 |        126 |                                                   torch._numpy.random
import time:       438 |        438 |                                                     torch._numpy._funcs_impl
import time:       151 |        151 |                                                     torch._numpy._reductions_impl
import time:       586 |       1174 |                                                   torch._numpy._funcs
import time:        82 |         82 |                                                   torch._numpy._getlimits
import time:        97 |         97 |                                                       torch._numpy._binary_ufuncs_impl
import time:        87 |         87 |                                                       torch._numpy._unary_ufuncs_impl
import time:       473 |        656 |                                                     torch._numpy._ufuncs
import time:       311 |        966 |                                                   torch._numpy._ndarray
import time:       211 |       4018 |                                                 torch._numpy
import time:       116 |        116 |                                                 torch._functorch.config
import time:      1839 |       7352 |                                               torch._dynamo.utils
import time:       407 |     488439 |                                             torch._dynamo.allowed_functions
import time:       505 |        505 |                                               torch._dynamo.exc
import time:        90 |         90 |                                                 torch._dynamo.backends
import time:       231 |        321 |                                               torch._dynamo.backends.registry
import time:       868 |        868 |                                               torch._dynamo.bytecode_analysis
import time:      1374 |       1374 |                                               torch._dynamo.bytecode_transformation
import time:       103 |        103 |                                                     torch.testing._internal
import time:       311 |        414 |                                                   torch.testing._internal.logging_tensor
import time:       996 |       1409 |                                                 torch.utils.checkpoint
import time:       479 |        479 |                                                 torch._dynamo.hooks
import time:       102 |        102 |                                                     torch._inductor
import time:       447 |        549 |                                                   torch._inductor.test_operators
import time:       180 |        180 |                                                   torch._dynamo.comptime
import time:       113 |        113 |                                                     torch.distributed.algorithms._checkpoint
import time:       354 |        466 |                                                   torch.distributed.algorithms._checkpoint.checkpoint_wrapper
import time:     22457 |      23652 |                                                 torch._dynamo.skipfiles
import time:       134 |        134 |                                                 torch._dynamo.mutation_guard
import time:       597 |        597 |                                                 torch._dynamo.types
import time:       823 |      27092 |                                               torch._dynamo.eval_frame
import time:       114 |        114 |                                                 torch.utils._device
import time:      9062 |       9062 |                                                 torch._dynamo.source
import time:      1077 |      10253 |                                               torch._dynamo.guards
import time:        85 |         85 |                                                 torch._dynamo.logging
import time:        78 |         78 |                                                     torch._dynamo.current_scope_id
import time:       420 |        498 |                                                   torch._dynamo.variables.base
import time:      1410 |       1410 |                                                     torch._dynamo.replay_record
import time:       156 |        156 |                                                     torch._dynamo.variables.constant
import time:       509 |        509 |                                                           torch._dynamo.variables.functions
import time:       738 |       1247 |                                                         torch._dynamo.variables.lists
import time:       314 |       1561 |                                                       torch._dynamo.variables.tensor
import time:       281 |       1841 |                                                     torch._dynamo.variables.dicts
import time:       348 |        348 |                                                       torch._dynamo.variables.ctx_manager
import time:       267 |        615 |                                                     torch._dynamo.variables.user_defined
import time:       412 |       4433 |                                                   torch._dynamo.variables.builtin
import time:        78 |         78 |                                                     torch.onnx.operators
import time:       408 |        485 |                                                   torch._dynamo.variables.higher_order_ops
import time:       492 |        492 |                                                   torch._dynamo.variables.misc
import time:       285 |        285 |                                                   torch._dynamo.variables.nn_module
import time:       186 |        186 |                                                     torch._dynamo.variables.distributed
import time:       171 |        171 |                                                       filecmp
import time:       312 |        482 |                                                     transformers.dynamic_module_utils
import time:      2119 |       2119 |                                                       transformers.integrations
import time:      1312 |       1312 |                                                         tokenizers.tokenizers
import time:       255 |        255 |                                                             tokenizers.decoders
import time:       210 |        210 |                                                             tokenizers.models
import time:       221 |        221 |                                                             tokenizers.normalizers
import time:       210 |        210 |                                                             tokenizers.pre_tokenizers
import time:       204 |        204 |                                                             tokenizers.processors
import time:       780 |       1876 |                                                           tokenizers.implementations.base_tokenizer
import time:       830 |        830 |                                                           tokenizers.implementations.bert_wordpiece
import time:       405 |        405 |                                                           tokenizers.implementations.byte_level_bpe
import time:       128 |        128 |                                                           tokenizers.implementations.char_level_bpe
import time:       120 |        120 |                                                           tokenizers.implementations.sentencepiece_bpe
import time:       418 |        418 |                                                           tokenizers.implementations.sentencepiece_unigram
import time:       180 |       3956 |                                                         tokenizers.implementations
import time:       511 |       5779 |                                                       tokenizers
import time:       755 |        755 |                                                       transformers.convert_slow_tokenizer
import time:      2698 |      11349 |                                                     transformers.modeling_gguf_pytorch_utils
import time:      4061 |      16077 |                                                   torch._dynamo.variables.torch
import time:       185 |      22452 |                                                 torch._dynamo.variables
import time:       494 |        494 |                                                 torch._dynamo.codegen
import time:       277 |        277 |                                                 torch._dynamo.side_effects
import time:       154 |        154 |                                                   torch._dynamo.variables.optimizer
import time:      1580 |       1734 |                                                 torch._dynamo.variables.builder
import time:      1072 |      26112 |                                               torch._dynamo.output_graph
import time:      1048 |       1048 |                                                 torch._dynamo.resume_execution
import time:      6673 |       7720 |                                               torch._dynamo.symbolic_convert
import time:       426 |      74667 |                                             torch._dynamo.convert_frame
import time:    134754 |     134754 |                                             torch._dynamo.decorators
import time:       260 |     698119 |                                           torch._dynamo
import time:        13 |     698131 |                                         torch._dynamo.external_utils
import time:      1280 |     699652 |                                       torch.distributed._functional_collectives
import time:       306 |        306 |                                         torch.distributed._tensor.device_mesh
import time:       180 |        485 |                                       torch.distributed._tensor._collective_utils
import time:       622 |     700759 |                                     torch.distributed._tensor.placement_types
import time:      1378 |     702136 |                                   torch.distributed._tensor.op_schema
import time:       545 |        545 |                                         torch.distributed._tensor.random
import time:       204 |        204 |                                         torch.distributed._tensor.redistribute
import time:       195 |        195 |                                         torch.distributed._tensor.sharding_prop
import time:       189 |       1132 |                                       torch.distributed._tensor.dispatch
import time:       120 |        120 |                                       torch.distributed._tensor._utils
import time:       340 |       1590 |                                     torch.distributed._tensor.api
import time:       186 |       1776 |                                   torch.distributed._tensor.ops.utils
import time:       435 |     704346 |                                 torch.distributed._tensor.ops.embedding_ops
import time:       173 |        173 |                                   torch.distributed._tensor.ops.common_rules
import time:       270 |        442 |                                 torch.distributed._tensor.ops.matrix_ops
import time:       286 |        286 |                                 torch.distributed._tensor.ops.math_ops
import time:       478 |        478 |                                 torch.distributed._tensor.ops.tensor_ops
import time:      1183 |       1183 |                                 torch.distributed._tensor.ops.pointwise_ops
import time:       259 |        259 |                                 torch.distributed._tensor.ops.random_ops
import time:      2256 |       2256 |                                 torch.distributed._tensor.ops.view_ops
import time:       326 |     709573 |                               torch.distributed._tensor.ops
import time:       125 |        125 |                               torch.distributed._tensor._dynamo_utils
import time:       172 |     709869 |                             torch.distributed._tensor
import time:        12 |     709881 |                           torch.distributed._tensor.device_mesh
import time:      3170 |       3170 |                           torch.distributed.fsdp.api
import time:       578 |     713747 |                         torch.distributed.fsdp._common_utils
import time:       139 |        139 |                           torch.distributed.fsdp._shard_utils
import time:       212 |        350 |                         torch.distributed.fsdp._fsdp_extensions
import time:      1550 |     715646 |                       torch.distributed.fsdp.flat_param
import time:       237 |        237 |                                 torch.distributed._composable.contract
import time:       250 |        487 |                               torch.distributed._composable.checkpoint_activation
import time:       113 |        113 |                                 torch.distributed.fsdp._dynamo_utils
import time:       355 |        355 |                                   torch.distributed.fsdp._exec_order_utils
import time:       168 |        168 |                                     torch.distributed.algorithms._comm_hooks.default_hooks
import time:       110 |        278 |                                   torch.distributed.algorithms._comm_hooks
import time:       115 |        115 |                                   torch.distributed.fsdp._limiter_utils
import time:       364 |        364 |                                   torch.distributed.fsdp.wrap
import time:       129 |        129 |                                   torchdistx
import time:       605 |       1845 |                                 torch.distributed.fsdp._init_utils
import time:       610 |        610 |                                 torch.distributed.fsdp._runtime_utils
import time:       153 |        153 |                                   torch.distributed.fsdp._unshard_param_utils
import time:       322 |        474 |                                 torch.distributed.fsdp._state_dict_utils
import time:       205 |        205 |                                 torch.distributed.fsdp._wrap_utils
import time:       267 |       3512 |                               torch.distributed._composable.fully_shard
import time:       150 |        150 |                               torch.distributed._composable.replicate
import time:       136 |       4284 |                             torch.distributed._composable
import time:        11 |       4294 |                           torch.distributed._composable.contract
import time:        95 |       4388 |                         torch.distributed.fsdp._traversal_utils
import time:      2066 |       2066 |                         torch.distributed.fsdp._optim_utils
import time:       678 |       7131 |                       torch.distributed.fsdp.fully_sharded_data_parallel
import time:       165 |     722942 |                     torch.distributed.fsdp
import time:       349 |     736508 |                   torch.distributed.optim.named_optimizer
import time:       154 |        154 |                   torch.distributed.optim.utils
import time:      2259 |       2259 |                   torch.distributed.optim.optimizer
import time:        84 |         84 |                       torch.distributed.algorithms.model_averaging
import time:       123 |        123 |                       torch.distributed.algorithms.model_averaging.utils
import time:       171 |        376 |                     torch.distributed.algorithms.model_averaging.averagers
import time:       114 |        489 |                   torch.distributed.optim.post_localSGD_optimizer
import time:       572 |        572 |                   torch.distributed.optim.zero_redundancy_optimizer
import time:       413 |     948048 |                 torch.distributed.optim
import time:       617 |     948664 |               ignite.handlers.checkpoint
import time:      1336 |       1336 |                 ignite.handlers.base_logger
import time:       104 |        104 |                 ignite.handlers.utils
import time:       384 |       1824 |               ignite.handlers.clearml_logger
import time:       108 |        108 |               ignite.handlers.early_stopping
import time:       689 |        689 |                 ignite.handlers.param_scheduler
import time:       270 |        270 |                 ignite.handlers.state_param_scheduler
import time:       144 |       1101 |               ignite.handlers.ema_handler
import time:       242 |        242 |               ignite.handlers.lr_finder
import time:       164 |        164 |               ignite.handlers.mlflow_logger
import time:       222 |        222 |               ignite.handlers.neptune_logger
import time:       158 |        158 |               ignite.handlers.polyaxon_logger
import time:       100 |        100 |               ignite.handlers.stores
import time:       200 |        200 |               ignite.handlers.tensorboard_logger
import time:       111 |        111 |               ignite.handlers.terminate_on_nan
import time:        89 |         89 |               ignite.handlers.time_limit
import time:       102 |        102 |                 ignite.handlers.timing
import time:       434 |        536 |               ignite.handlers.time_profilers
import time:       226 |        226 |               ignite.handlers.tqdm_logger
import time:       314 |        314 |               ignite.handlers.visdom_logger
import time:       156 |        156 |               ignite.handlers.wandb_logger
import time:       314 |     954519 |             ignite.handlers
import time:        12 |     954530 |           ignite.handlers.timing
import time:       161 |     954691 |         ignite.metrics.frequency
import time:       142 |        142 |               ignite.metrics.gan.utils
import time:       230 |        372 |             ignite.metrics.gan.fid
import time:       220 |        220 |             ignite.metrics.gan.inception_score
import time:       146 |        736 |           ignite.metrics.gan
import time:        13 |        749 |         ignite.metrics.gan.fid
import time:       141 |        141 |         ignite.metrics.gpu_info
import time:       126 |        126 |         ignite.metrics.hsic
import time:       136 |        136 |           ignite.metrics.kl_divergence
import time:       153 |        288 |         ignite.metrics.js_divergence
import time:       228 |        228 |         ignite.metrics.loss
import time:       145 |        145 |         ignite.metrics.maximum_mean_discrepancy
import time:       121 |        121 |         ignite.metrics.mean_absolute_error
import time:       351 |        351 |         ignite.metrics.mean_average_precision
import time:       129 |        129 |         ignite.metrics.mean_pairwise_distance
import time:       109 |        109 |         ignite.metrics.mean_squared_error
import time:       126 |        126 |         ignite.metrics.metric_group
import time:       134 |        134 |         ignite.metrics.multilabel_confusion_matrix
import time:       119 |        119 |         ignite.metrics.mutual_information
import time:       113 |        113 |               ignite.metrics.nlp.utils
import time:       276 |        389 |             ignite.metrics.nlp.bleu
import time:       421 |        421 |             ignite.metrics.nlp.rouge
import time:       167 |        976 |           ignite.metrics.nlp
import time:        12 |        988 |         ignite.metrics.nlp.bleu
import time:       147 |        147 |         ignite.metrics.precision_recall_curve
import time:       141 |        141 |         ignite.metrics.psnr
import time:       160 |        160 |         ignite.metrics.roc_auc
import time:       100 |        100 |         ignite.metrics.root_mean_squared_error
import time:       201 |        201 |         ignite.metrics.running_average
import time:       273 |        273 |         ignite.metrics.ssim
import time:       126 |        126 |         ignite.metrics.top_k_categorical_accuracy
import time:       393 |        393 |             ignite.metrics.vision.object_detection_average_precision_recall
import time:       100 |        492 |           ignite.metrics.vision
import time:        12 |        504 |         ignite.metrics.vision.object_detection_average_precision_recall
import time:       440 |     967724 |       ignite.metrics
import time:       463 |     969917 |     ignite.engine
import time:       166 |     973193 |   ignite
import time:        14 |     973206 | ignite.distributed
import time:       265 |        265 | atria_ml.training.utilities.torch_utils
[2025-07-25 01:53:10][atria_ml.training.utilities.torch_utils][INFO] Global seed set to 42
[2025-07-25 01:53:10][atria_ml.task_pipelines._trainer][INFO] Setting up logging...
[2025-07-25 01:53:10][atria_ml.task_pipelines._trainer][INFO] Verbose logs can be found at file: /mnt/hephaistos/projects/atria_agent/atria/atria_ml/outputs/trainer/image_classification/train_cifar10_resnet50/trainer.log
import time:       156 |        156 |             google
import time:       136 |        291 |           google.protobuf
import time:        86 |         86 |             google.protobuf.internal
import time:        25 |         25 |               google.protobuf.internal._api_implementation
import time:       184 |        184 |               google.protobuf.message
import time:       109 |        109 |               google.protobuf.internal.enum_type_wrapper
import time:        28 |         28 |               google.protobuf.enable_deterministic_proto_serialization
import time:       958 |       1303 |             google.protobuf.internal.api_implementation
import time:       466 |       1854 |           google.protobuf.descriptor
import time:       185 |        185 |               google.protobuf.descriptor_database
import time:       251 |        251 |               google.protobuf.text_encoding
import time:        73 |         73 |               google.protobuf.internal.python_edition_defaults
import time:       141 |        141 |                   encodings.raw_unicode_escape
import time:       120 |        120 |                   encodings.unicode_escape
import time:       766 |        766 |                     google.protobuf.internal.containers
import time:       293 |        293 |                       google.protobuf.internal.wire_format
import time:       335 |        628 |                     google.protobuf.internal.encoder
import time:       292 |       1685 |                   google.protobuf.internal.decoder
import time:       267 |        267 |                   google.protobuf.internal.type_checkers
import time:       116 |        116 |                   google.protobuf.unknown_fields
import time:      1032 |       3359 |                 google.protobuf.text_format
import time:       163 |        163 |                 google.protobuf.internal.extension_dict
import time:       118 |        118 |                 google.protobuf.internal.message_listener
import time:       248 |        248 |                   google.protobuf.internal.field_mask
import time:       353 |        601 |                 google.protobuf.internal.well_known_types
import time:       430 |       4668 |               google.protobuf.internal.python_message
import time:       327 |       5502 |             google.protobuf.descriptor_pool
import time:        93 |         93 |             google.protobuf.pyext
import time:       125 |        125 |             google.protobuf.pyext.cpp_message
import time:       150 |       5869 |           google.protobuf.message_factory
import time:       110 |        110 |           google.protobuf.symbol_database
import time:       825 |       8947 |         google.protobuf.json_format
import time:        83 |         83 |           tensorboardX.proto
import time:        70 |         70 |               google.protobuf.reflection
import time:       111 |        180 |             google.protobuf.internal.builder
import time:       240 |        420 |           tensorboardX.proto.layout_pb2
import time:       125 |        125 |           tensorboardX.proto.plugin_mesh_pb2
import time:       117 |        117 |           tensorboardX.proto.plugin_pr_curve_pb2
import time:        98 |         98 |           tensorboardX.proto.plugin_text_pb2
import time:       101 |        101 |               tensorboardX.proto.resource_handle_pb2
import time:       115 |        115 |               tensorboardX.proto.tensor_shape_pb2
import time:       113 |        113 |               tensorboardX.proto.types_pb2
import time:       149 |        477 |             tensorboardX.proto.tensor_pb2
import time:       213 |        689 |           tensorboardX.proto.summary_pb2
import time:       125 |        125 |           tensorboardX.utils
import time:       836 |        836 |           tensorboardX.x2num
import time:       347 |       2836 |         tensorboardX.summary
